address,allocation
0xff513d6bdf13eab951ad657be8e9359ae6dcb4fb,0.0612%
0x361b22f5cb8125220aff2a69c098e0b468b1ee07,0.0428%
0x872b6f48f532bb9c46fb686ac2f5cf33ad7aeef8,0.0725%
0xecf369b04224a3df2e69b0f91c1be39f8dd59cc2,0.0226%
0x5486c57efb3233238fb3057b7dd964c33b3be349,0.1008%
0x9399e5dd5d09ea541864305b6ba37f61b4caa394,0.1215%
0xbee0985081e36a4149496fea65dc66d9e8c48a30,0.0453%
0xd9752c631ead145227b4ebe67b53073d5cffe2d1,0.0433%
0xf50366cb201fe4fffe135a06fbde8011148b7b8f,0.0486%
0x2cf327ec20286c4598493686fa701a6b3e8eb9a2,0.0601%
0xb6d392dcfcd3e0e2e3975c76c8a8541ea544d2a0,0.0329%
0xf3eab2365c8689d7d429e9cf03c78b29f07907b1,0.1233%
0x98ce58c8d9af9e202fa227e628a8841a9cc6c811,0.0206%
0x35f6fbdb0d688c71f0fbd250132f31e55c7bcc78,0.0206%
0xb523a4c1f751ebbf2735a0335ebf501a6c7fa86b,0.0646%
0xab0cb39f1459b71fb92a52a65c30b215390d3a2e,0.1672%
0x1f9c4704b6964ff3eeb913b07f5511e6c5ba33f9,0.0957%
0xe6bc95f98e954bd84ae3af14ca1a8f4509e4a764,0.0817%
0x099b56fd9c438b4113762101ebb4010d7da1e01c,0.0668%
0x7c8c264ba6bc577cf88c0fe051c07c7c12f0b552,0.0205%
0x3fe44a68aad639444a3a57eace30f33ac54753d6,0.0872%
0x823ceb716347ff3ed8f1a7df1df815d0238d9587,0.0484%
0xba153c276c67a18e997b70adb73db1113a68e235,0.0257%
0xcde3179feba540946d5c1e50a15de2848643b3d0,0.1323%
0xafcae1dc3d88bcf6a0fd7b57e8c10c3eefe001e5,0.0222%
0x1a6f342e7a0cd2a0ffbf044d7bcfbd8e0306b8b8,0.0607%
0x1c5f31d2571260047fc0bceafa8aabc1cebecfa0,0.0553%
0x9079d6ade38fb49842a2ec91e85ed7deb66347b7,0.0601%
0xcdea53d199a59c59068a90e4240de1adf0b2fa2d,0.0257%
0x9a016fc1731031127cd2993ea92a9bd1a5148326,0.0313%
0x2e1489558202d995a38fa3a6e7fea94b074a8909,0.0442%
0xb637c1c342769a201d79da02e0b64fd2c6caff1b,0.0442%
0x5bd7fae635a63927089b1759d1b26330ba85b037,0.0616%
0xc141570a41e30be0a4f73c9253b255cb3e7915aa,0.0370%
0x8b5e5de57421fa66837f80942ab765b1a3852fa9,0.0370%
0x1c3cdd7881607ca4f895c55948c2390d1b7f22ed,0.0164%
0x7c2b85ec3c1012ac3139d437c5cc7ae0f64f1769,0.0817%
0xebbac04267fc6355883bb0e445a6e7465ef3bfc2,0.0840%
0x95951884e063e07230853ceef93c9687d712862c,0.0376%
0x5d908f6d32dac36d6eeaed9cc6b9bfb987b263a3,0.0376%
0xd2930caf49da918138ecb118f88fdfe6d8fbe59c,0.0430%
0x335fa60b7085dccaf9e1c35ac2c1a2a256abda3d,0.1079%
0x7b388e074b1418e2473bd5a7c84f29b1a4452cc1,0.0500%
0x390d727c1fa341f9933bb795e89a9d0376811842,0.1514%
0xd25759687d1c2303321768d0696442befa9d5a6b,0.0440%
0x5488481940f93b28b84965b8f65b4cfcce43d2d1,0.1660%
0x5eaa8a662b3f17e5b51d1c8d7a71c76e5c2ec069,0.0102%
0x6e22fe79f984609c09f11f41255510e7c13bc6e0,0.0782%
0xa8c8c83cb890913361d6350e368545a6554289b3,0.0417%
0x29d01133428c64a39aadfeb323983778d6f3fce3,0.0554%
0x98e3f2731f63eb115cfefc2a9ff2d5ca5a55f92a,0.0725%
0x4049cebfc5c545fc130d12ed20c8fe3c1bef7b27,0.0330%
0xce603e5eeee3195fd6773fb02bf97bc4e43649aa,0.0156%
0x312a70da2710e09cb9fcbb03c0748d0e5bf08571,0.1815%
0x99e9091732f8c5abf42f5133b99e4fd51963932f,0.0485%
0x7803f2847bb400365b9d82ce26261433f5aaa33d,0.0427%
0x8ca680d66727fe6cedd9ab989c32e1f0b49df8dc,0.1261%
0x8f07c103fd9720d9a5fb5870556aa3d38a203cf2,0.0325%
0x1cee25c3d705a9772d66cbf6b92ae5d34880489a,0.0531%
0x920c6334b42c38649cbb17d432ac858429c8794e,0.0480%
0x54d0504805494d7a021b696b4f7e138f7dec679e,0.0476%
0x7351843e85d96e42b07cc3a9a1dfc6ef0640ae39,0.0475%
0x81ca94e6bcff5e114e803b103a7f7786b24109cd,0.0476%
0x1573d87adcf270ca07c4d6800d2910d6caaae9ea,0.0865%
0x99ebce76d7fce24978926e281aaf417f346ab0de,0.0662%
0xbdbbabb65e6f8bad96a7e76a9f643ec7f8c483a5,0.0475%
0x8a9d742906486853923eda644893da11198ec7f4,0.0475%
0xf3c3f9f60bd25144738be81da0d8ec709d6c997c,0.0548%
0x5357e4671eaa4a7367921efc8eb60d56d3650ad5,0.1373%
0x71dc4e763daad3386c1a1428ae34f488fcb8d67b,0.1509%
0x97cec2e3f47ac5f5a83444226136ff33571a4f8c,0.0724%
0xeac8a349d0b56797c1e5b2517c9c660a140f07f3,0.1399%
0x0c36effd8216d6ce59b982f4855332d018d33554,0.1318%
0xe72525c65bab8235ec78b74e11d5b8faa516d056,0.0663%
0x18ba76af78fd1fc869beabb4b425ef8efd0b2d33,0.0531%
0x7ebd14088422d260a45cc439f875aa2cc1fbdaa5,0.0971%
0xef2a1ebd7c6e90cf97132c232f9106739f73d4c0,0.0971%
0x359e715d65e807ef1ff84e0818c83fc0ac49a8b3,0.0971%
0x7264378ad5f82fef077beaf55592fc2bd36f9658,0.0552%
0xaed539036e6d42c3b678afb12d22f4dffa947338,0.0973%
0xf892fe52fffc437c734f3c2df929e53d985d4e66,0.0481%
0x3dbb9b947f262f226597e08ee3b45d5ece8eda2b,0.0428%
0xb18aa9f5f4d1f85418ee2460d076cb89854b2628,0.0600%
0xb9be40bdec31ec3935830acc8bcaad1a431f8bb0,0.1320%
0x1821ffca9e117de704d285155470b948192d5382,0.0530%
0x40d846662fa9a78efdaf648068d6b65740a15a0c,0.0972%
0x4f5f9db14e195484cf7790fd3946cf6e66a166b0,0.1339%
0xbe617a2f5831c23de8b139b29802818334f25b9d,0.0478%
0x2302624d65652a652a4de42b3dd50d89f53440a2,0.0478%
0x8fae6542f4250383205d4b46a934bb2597c0a807,0.0478%
0xb3bcfa81fb3e195e93d832f3b2cc08eaae901704,0.0436%
0xe63f9ec36d2e955a5a5d454a4345a8fda5579121,0.0326%
0xc7f8e871dc21b6266575038357d7d8b6f7d30e78,0.0698%
0x26ec533c36f976189268d9ff7df42eb7f359d0af,0.0537%
0x21870f819b873b2f7e424aaf84effe49fc9e0012,0.1567%
0x021e1a45f8ccf57bedb37702f87f3991e718acc7,0.0719%
0xd0bb078f8a36f916c755e393561d299037b4327f,0.0885%
0xa79333abe0456d09683a905e93b9ef526684fefd,0.0492%
0xfc361a85550af385af66416317b4ee44e4ea2070,0.0551%
0x2c9bfaba04846bb016c62f5103f6a89ed9ecd860,0.1548%
0x0f9ceecc96959d7f8fd14d5f80b676a5bc40396b,0.0491%
0x2f06ddc60fb03acbaab51b955cca730667d62fdd,0.0830%
0x9edc0d4bf1a01d5184275eac463f4cc89e637dcd,0.0261%
0xa938a76b0c357f0c839910fb5291e3696b940b25,0.0377%
0x075789101a69c64e394158df85a498ea8c4189b2,0.0553%
0x74b6d6d3cafa4b0f7dc30d9eed10fb4f09dd3e88,0.1165%
0x8d72b8a97b778499f7c3235d7d3819bbe959f10c,0.0376%
0xdb4a1463014116628ffa8a41ac7ac68c1a2126d6,0.1651%
0xa510964ec861908ad2e261d3f3b669c62ea5c64b,0.1505%
0x25a63fb522dd67f4ff63f6b4a9c97190f5dfc81c,0.0303%
0x53ce838d63763cf6272b22ebb8c56feff775d983,0.0524%
0xa83a5a1167d089cea7df08f3c46d80e0294735a5,0.0470%
0x225e196a38c4d1bcccdfb613817bcbd7d7e6ce4f,0.0543%
0xa0f63b3ffdfc399f138e846268a9f144a076251b,0.0715%
0x3911adbfc872790d61c94189a67a3b4bacaafbfc,0.0194%
0x4ba45a5b847f1daee37c57268695348929bb69e6,0.0469%
0x3511cfa84898b40b2d6750e00382da97b9ad33d3,0.0579%
0xeb2d59b3eb7eb06b26c3cd63bfceeabdf7df56f3,0.0524%
0xd2baf87326324150dda3de58cfd44b844c5fc027,0.0424%
0x7e868c8f0e158e5b214aae2d46b74ee67f59bc29,0.0599%
0xed1080a62c96130868ba8901d2ca783fd034b0a5,0.0411%
0x25f891659d849d54a5c5cfccbbaf94792b210d7a,0.0373%
0xcf6836a3d0107365c4ea593b1b3596b6c6c0f36c,0.0712%
0x45c5e241124f81622629811dc92658f90654f414,0.0350%
0x65355f048aef9a2c987934e2fad32ce89217ee97,0.0547%
0x76cd1dd03fbdf28e79ba7ffa616ef2bfaa43626a,0.1001%
0x6278314db6827ecd909bf8cbea363a2d1df66914,0.0542%
0xb4968cc694a0cd5d383859fab5ea2cb7143f4089,0.0657%
0xa3c0515a4384edf16f11ae5e64d7f086a142e2c9,0.0938%
0xf600db0e219f2527d73bd8ba51ad8dfd7c5334ef,0.0422%
0x330088cc40d2099e834674eac709090b48111803,0.0913%
0x3a68e7285857030c7bac691e18cb3dcfb7ab5031,0.0315%
0xa388c4537d8baf529d5759671a423a5d64b9f6af,0.0543%
0x464786fbde6c6cfb8ebc4bf3af4a1f1abc3033a1,0.0243%
0x5f98957cd90397f10a22bd663ba6c0befed25ecc,0.0370%
0x169caff248aca8f56b1bcfbea66025324cc29283,0.0148%
0x7a835c5acaa429ab99d8c3f88caf9959e75f7ab6,0.0940%
0x5a69209542697fd0f5fc00e198fb092797bbdba4,0.1652%
0xf39398ec5385221fbab725f766baedcb69684d3f,0.0576%
0xefcb92dea62e3802e1620112ce536c81389172c7,0.0767%
0xbd9847f56664955f291f32e895bc04c87a814cbc,0.0579%
0xb4f86d2ff7f093081b5aa2e300990c464a5a8815,0.1018%
0x82a8120ddaa049d8dd4eed3ca96afa1b91db8042,0.0604%
0xdecaa1d0eaa8c405766267736fcec49e05825048,0.1365%
0xdaeddbb6fe764a08aac9cbf544c0a4dae5d1da61,0.1448%
0x3629b8c695f630879e6a6bd0136c2bb657613be3,0.0769%
0x3318b8a2986676de36e1f2d1b9fc498b2df0bd13,0.1166%
0x8a3f6961f4894e41e37a27a4d9a2d3b73fac0cf5,0.1558%
0x2c5366dd1287c3f1cb96ad3485bdc6914c40183e,0.0960%
0xc3ea4b7c17ebe71597cc258c070f037849995db3,0.0960%
0x48844957c812efb3c3cec316ab6389d689ef8a55,0.1479%
0xf763c6bada0c0a3c368074103ee63138241d6110,0.0142%
0x84e587cb212a8e86e5a335aef4d9001bde964453,0.0429%
0xf15ca4680c2079d08310a118c5f18da7e8dc0b78,0.0594%
0xc2e75b92508016ab8b4b52f2b0634ba5f15274e9,0.0410%
0x37f6f2706f6f6df5ef06f9663006167fb3c3c757,0.0579%
0xb0aca5c69ca0054f92ef49e89b4ed590391796b6,0.1444%
0xe6590d8a376814d64af27ce4edc6470fab4bd552,0.1327%
0x32a1f6a79584ce2d39cd1e03320372d8e17fcbd2,0.0878%
0x020e1c3d5a0cfe235acc53ccbca2ea53d5964cb1,0.1252%
0x7177ef864865ba118c1c7a938496c2f5c5a3a76b,0.0464%
0x6d57e82bbbb8175c42799aef28987edfafa322f2,0.0485%
0x5df7c3e45b2486412c9b8acad6e01aeb62b4a225,0.0469%
0x18bd737b29d68dd1062fe400710d8a8ca5a449ff,0.0655%
0x6d60200794298b98324dd38d15e9710dc5b04c89,0.1206%
0xdc31ef5bfa3d50501d6e4b43b3ede2d3642212fd,0.0318%
0x9f40630fd0775601525984fb1fd7ef1d95c90663,0.0593%
0x4698d3f8da6b0a6f2d9042056b317018c6b2ba01,0.0573%
0x2a4bfdc4a2afb69b7a08d6e55ad3de46d9c464dc,0.0463%
0x317f7aa365570f3105a6725ffb647069507f6408,0.1308%
0x0c6293473e571954444f0b248ca75cf48e60c13c,0.0706%
0x3499ded79ef4285dbdb5232d24106087d383732c,0.0990%
0x87f1e7aa481225f99939d922c6c83572f5c5d693,0.0966%
0xfb242889089cdd6f4c006ad838d18c27b4b97ca0,0.0879%
0x2621848a0890fe6473063e2f9f5597786fa28c91,0.1305%
0x81174b776f7e676f22bcffe27197be4b02c0fd11,0.0910%
0xd070edef4e2a3b3ea5037bc234c9e2111b84aaab,0.1606%
0xbe3501a373e14fd2162f048c1994ee45c73996e0,0.0571%
0x898cfe7b81759c43ffb48a07edc0f4d153cc52bf,0.0427%
0x747c09186192466e2dc1f482786af2018d556050,0.0190%
0x9df10b406fbf03be9b4a33bfa12250baee745249,0.0467%
0x058d83fc1b71d19046b7164b3d751e61c89cbb65,0.0591%
0x7816bf59065ec04991860515cde34d62967703c3,0.0467%
0xba17e7e887d4943636b3ef14b434e6f81ebae8a6,0.0538%
0x4cfa019373bdba3bfa491129038bb08de19fc61f,0.0652%
0x44924ba1f5fe82268edc9cca1f986cf8e400b403,0.0590%
0xe21c2081b6b23c4b00496fa19457b9d53e345e7c,0.0968%
0x1e2974c116e3b1e67d60f78dc94a0be3c4cb1edb,0.0738%
0x65ddc8565960343d8a32b4346da04da91cca1a44,0.0400%
0xedd914bd0208d521c85ce603e4d401bf4e888785,0.0301%
0xb6451ae5119b35001390ee8e341bcb29bc038be1,0.0625%
0x04b6ea5a19b8945eddc4a141408ec34c2a55a34e,0.1496%
0x08f73cf6196a85c4017125e0f3f6a52ebfcfefce,0.0537%
0x7c089b41eeadff9b3d89fb76ef87155112e3f1ca,0.0991%
0x69d7c92cb74871504260f3e1716d78854cf03be1,0.0594%
0xfbb710730ac2b52a4d31a0921215aa07e6655d67,0.0238%
0xd6f0be60c72daa3706f1f369c59b08e347f5ef87,0.0536%
0x2061c5043115a58a1eaae3fe51bccb1f5235a3da,0.0744%
0x2fdb61537430a5682a4036f5105cd926172f3842,0.0588%
0x5ff503bbf4fea6d4fdeeb50ca5198a40286642c1,0.0540%
0x8f4a2d5a199e1722d226c17aff244acba3dadd3a,0.0419%
0x55cb0aa9db8614a5799650f028c0bf6224e297c3,0.0185%
0xec6d3f350bcdce0f451d52e69f61bf3630240b66,0.0185%
0xd9977af42cfc536b18a58c812f667528ed1cb62a,0.0984%
0x24195b69aa2ef9fd4096c32827ded6454599dd38,0.0587%
0xba47deaf4bc924ff1a62b381c416647864c37640,0.0764%
0xff43cb30cfc181251fe20ea0f2284bb8b4248769,0.0760%
0xd24ba891f6fbb60acc0cfc87d5f9500a3e22d712,0.0692%
0x8d0b7814adde1315a9829d83083a4675bbeb68c2,0.0759%
0xbd29b19633782e1138e749fc2d43d29d3be8f931,0.0589%
0xe25bb93be2ff34b2176ecd7c85197164cf14f6a0,0.0240%
0x568f0d529854265d851276d2466d384ffc2f83df,0.0568%
0x5008b540fd84bbc8c8a47643ca0841ac7b4c4a79,0.1211%
0xea8fd9cf879cbba20c135b26950b9045b4bfdb53,0.0915%
0x2ff5e61e40dee544c6f510a9928fb657c88c8516,0.1270%
0xce4b4f0ccc77a6b4942b4000bbf9bc46bc04f550,0.0452%
0x68d86a8fa41280d1edda1f5ca50c8245af677f15,0.0703%
0x58a6d81a16809ed5e34e4ea530ee7cfdf96c0734,0.0984%
0x5b12a2aedbfae2df139f66b4bc141e95f3fb0a10,0.0814%
0x08241ffc41e5c2a5b06ccd0b1e357e6d2d4b4f67,0.0239%
0x446729a33babfaffb61c54a180fc6e08be7e03d9,0.0699%
0xbae38a2683e75bf2ac6f7f278e09ba62f0f0bac0,0.0677%
0xe76f1230c61160206306cb55e524d5843bad697a,0.1208%
0x39919b5a58136c28688edb9e1c7ad1c0e74e58b2,0.0586%
0xc966d68bd9d207e6379d19e9df260e1fa5ea3f65,0.0760%
0x6c2b0dcaf53f18db5399601cf2d009c02a562968,0.0363%
0x880827413427c0c920bf4ed403f52c14aee571a7,0.0475%
0xc6c6becdccd7f29d5d7f29fd0c89968195210291,0.0624%
0xae6040b92125828e32fc9cb3957829067c373748,0.0734%
0xa4eef7bac4d6a3c196c82a237a5e106b87ac1288,0.0181%
0xcb6bd26fd8cd05d1b45ca78a683bde798fbb6176,0.0181%
0xc9ce0d7c687748629811f4b64e809d6f903020e7,0.0181%
0xc02b9d6c5b1301a71288737841a908c1cae452bb,0.0620%
0xdf283828ebbc948815122f1ac765521cd9d5ded3,0.0519%
0x8b30badf5cd3d04b5bce33fcd6db887450062cce,0.0171%
0x6f3fc3a0b05e55ea47877badbb804b0646bd62e1,0.0180%
0x3b60e6a4c40615194e6bf2b1f3220fcb910e0516,0.0850%
0x0e252087a0cbba0ac271d087339676a51c0c4718,0.0623%
0x06828a853f600adc51696d6366352dc84763f680,0.0236%
0xaa1bd73a71909b3479577f85cb09ceeed291ab76,0.0461%
0x7b575e9476dac3642c5486d0899cecd28d9051d8,0.1378%
0x0eb0ddfb4350bae7435acd27504926204235a9de,0.0644%
0xe5cbbf8b1494da23cd2dc9b56c24bd8f8ba25091,0.0981%
0x7f105b8bae560759944b4a811e6d7975506fecf2,0.0813%
0x3eb2efe514d73f9ce521e65e1466c9374736016d,0.0704%
0x86f6ed71b191b77b52dbf24398eb2c235cd30774,0.0698%
0x2dcee554314d55cd93e7a9cdb22d07c0a51b4288,0.1320%
0xb16ae0f7dc34f59e9027701fb3a86fa2ff7cb720,0.0646%
0x837580aa2f28974f8801d3038abb3d63e54c4043,0.1546%
0xe0545f2fa87a91c78eeb5819f25fe9e909015cd5,0.0178%
0x6ddbef92f90c6c7002492782ad471b7622fe3011,0.0395%
0x660fd10cf77b1343410a1778e0effef73d09cbb3,0.0290%
0x409a96b966e0af4b9f6bbb4e3fd0d667fefc3482,0.0620%
0x54fe8f873a7e3069f80363c5f54d119589ccd969,0.0283%
0x4c13c1fa5fad8a29ab7a93bb2837e49fab5ab9ae,0.0233%
0x738f0cee2e160178cd61c1792adcfdb8de10e6de,0.0702%
0x695c2f98bf24ae4a25f599492ad4333bff3ab20e,0.0643%
0xb3c42a035c883b588f7b8cf2d4f3f5390cd4c76d,0.1253%
0xb3d17feb2e484311c1f5e1e6f44098ac84bfd03f,0.0986%
0xa5e6b798ed48c6e7b5b13eadbd6314c639e27253,0.1593%
0x0fed91a2e5304ddc6201fefd756335195e97410c,0.1374%
0x70b2ee03ed78855c612f9ca0bed658aa740d24c1,0.0957%
0xead374c34fabff814beb1817dd95f132a715a71c,0.0961%
0x4f28e484b5da61b05d1be30dea0dbbc594155a9c,0.1153%
0xc1244b5b95662930382e48cbde32a2e3ffbfb442,0.1275%
0x4b742b8ca35d3f73222af21decdfb6c5e11336f5,0.1295%
0xe2d64df8cff06f20e66d685d814cd85414f32e73,0.0471%
0x1e9283a703354ea81357095495c24285810fbce7,0.1150%
0xc9d15f4e6f1b37cbf0e8068ff84b5282edef9707,0.1490%
0xcbe71105fa6f26861e03058f30ae098639cc0252,0.0843%
0xcb4bee7bf61668498c99ae7252c48114d2480a56,0.0230%
0x7f4358977d80fb5f0d7c86e7cd2ceda812f85b13,0.0230%
0x8066175fd205c9cba5e5a63ff0b592ca595006d4,0.0980%
0x61dcd613bd17a350bc9a39b8f582c27da0e914c9,0.0752%
0x964c3f58b765002df7efc92dde45fd966944669a,0.0641%
0x64019c64d22535115fb308f6f367958bfa0d146b,0.1300%
0x46e7bf57e1a305114a494b6a993e3312f90f656c,0.0391%
0xb5d85470f404c6e1215cf021810b37941f586967,0.0391%
0xee902fc0f07422835bcd955669f0c09b6793cfba,0.0391%
0x17e32bd75492daa3e010b1399adaa45395b70217,0.0391%
0x9d7752e5f3de24e5eb4cc4a8f66b093cee3bfb78,0.0356%
0x04d3327b94c9de9bd75f686bce3876e6c2c5a347,0.0390%
0xefd6e692084e7eacb86fcd7f5f4f23f250bd0316,0.0277%
0x599676da364846c1b3a160b366aaabdd4bdaae3e,0.0391%
0xf411f0b541c88eccd21d7f8e6a80df8cc7fae20d,0.0277%
0xaf9e121d7d6185d748fcf361f20bf22fdd2f9c1a,0.0615%
0xa27497315553eb215a13bb7c49000366bc067337,0.1376%
0x3511d7ea1878e19a15ad86b93cefb8bd57bfde98,0.0694%
0xed6208d73f99d423355b85067f8c4ddc6a78c0d1,0.1149%
0x01af3f7365c0e0ad5911a4268c5598335eecb15a,0.0813%
0xec92d069f6ac7321c343d2bf64c53530f9270048,0.0694%
0xb32cf4ff411478147b682f89adb1e8b09885ab48,0.0694%
0x975242f96de66b84ea6111fb04da1bf073ab6cb3,0.0694%
0x96e86cc971f35c942474183c157421192d742578,0.0283%
0xc94cfcb1f46092574e973d89bc3d60eacedbc287,0.1375%
0xe8495427b33fb5b85ff48147396ba8ecc0f72c22,0.0227%
0x6a66404dc20ad33cdabd88dc3cbf6f641c3aff04,0.0530%
0x84dcb068ee96c3a7adcfa2e11be8b3a002c66ae7,0.0529%
0x02f50654248c2e8168be7df98a63b58ecc26e236,0.0669%
0x65a3e526a42118c29c90ab74aeae3f5b2a261182,0.1544%
0x12a9553d98f8e6172eb98028ec30a4f8eb7c7682,0.0529%
0x49b14190107247c50d752f7c7697607735d89c5c,0.1145%
0x80dd670efd90bff2110c9ad738b1153f887f81bd,0.0472%
0x354fc0bf2c136861d5d7377c4e7c5fbf506055c9,0.0282%
0xf40d3d7baa015d11827928761f19311625808153,0.0282%
0xea83479460ec3f83dc6ded5391b7a8021f8dfb4e,0.0282%
0x6ac7347ff02ccdc2b8d6f596312cf25ca9bf5449,0.0282%
0x2d351b3e7744d72660a77301cfbe71d9e4fa5044,0.0852%
0xe04df05ab78601227ec252cef454eb682b632450,0.0639%
0xe53fefbd1ca8723490023cbaf6b13ed38dae5d95,0.0692%
0xe1902d8db981486243a4531948ca863b3a6017b0,0.0987%
0x098915e7f9a03d9d452a642f33a650430ae18c79,0.1203%
0x3798bcf1fe58fee9c50aef16ee209628f3120fad,0.0451%
0x6b2ae063fa2381927baa2ad1747ac8695770398d,0.0865%
0xaccdc85646236867aedc426909a696a7bbd0ddb5,0.0472%
0x2edb81e11ebeb87d7e6623f931cd5bca31c5221a,0.0472%
0x08f0acbf4c1b2d4b15fd9b45120cafc50bbc3e78,0.1485%
0xeb45ed2c253c3d34c9b3b56c336a4e7d34b463d8,0.0471%
0x6461b1e4012d060b15b143e963d0f1d7b45a47f2,0.0472%
0xf72efab3368bc492c8d92471dfb01d6a1af1b41f,0.0523%
0x18a428ce0c31584a21cf8cefdb8849d8013e1994,0.1637%
0xfa6acdf95eab0b5fb855a28ccd351694181d12df,0.0694%
0x3627381acc91557a157956a58067b82270d118a0,0.1429%
0x37c1322d68734d011adeace6ad39610cc231bc86,0.0837%
0x118a93b07f0ef431bc134cc64e394609f2a3b3c4,0.0387%
0x18b4318daec8c90a3f3912c8cc561f7aede15d1a,0.0923%
0x72b6ab701cdf16fe01fd1b4cf87409dfec80d3a7,0.0980%
0xd79773abbed3139590b6aeee3dd2e3d2ad1938d7,0.0752%
0x0f636e26f979b48045a54bdb4f00e8cadded21d2,0.0242%
0x53fd371a94f40cb9ac323bcef35f7352fa05f602,0.0636%
0x85e5ec20502f8aba5a949451dcc83e9d2a337e34,0.0837%
0xfd3e16318afa7f5ab2797d47c79d55edf89295ac,0.0807%
0xf93040802dd6858fc8999d5d27b2bea891a763bd,0.0674%
0x6d24ee55cd05040cf3a2a01844a9490413145311,0.0469%
0x08f05f036e7a59514c566d7cadf63d325e024a84,0.0392%
0x80fbbb4e06ccc4ee48d56d38be2dd0b8dcf43e95,0.0639%
0xd4a926b2a6028eee450bf2e73c18396080b380f7,0.0809%
0xd31e42f4908043c09458147281c628b68f15ed0e,0.0448%
0x39a98d633c2ba0fd3163313390f88b66f048ab1d,0.0975%
0xd645da627d8ea634e5cd4f7e5b522ea07478ecb3,0.1430%
0x77152933ce751c2d7d05d7fb2a6937122e463dd6,0.0388%
0xa43bf99cf3367cb68eb5215d414e57fb2b020c87,0.0692%
0x41967b51af762dfa57f07c57dbd2c8aeb20d37aa,0.0748%
0x43e3434e0abd5651997089a6f70f9bd9730e7af6,0.0810%
0x38ab8be63eb6513eb48786cc7599e074a621e124,0.0878%
0xc30bd1d3f61f9ea8cc5b0bc10fedba49e5e11c64,0.0499%
0xb8fc65f0ce4e983f780c528ea99129d0f4e66709,0.0925%
0x5d1210c161a8f7d7195e35a6e9a7dec0fb03b6ea,0.0469%
0x5a629ef98fda7d31de2efa3a2b6780465c2a0d06,0.0956%
0x56dc91b674a31124a6c6beac1fd6a4a70008dfe5,0.0672%
0xeed2677cbb3f1338125df4f6778401a514f8f679,0.0239%
0x65f47306937c98ff0d692d785120d5bbd98a4331,0.0672%
0x440bf102cb9331c16ad59b8d9d74f85c76f8269c,0.0502%
0x9af5f64903f04c92a475316d50a63c8a7b51919b,0.0240%
0xa3ab7d05f69047dd9a47f489a9a88b4d5c90b703,0.0387%
0xcc9672c91bc34ff7576876348545b2f9156e4c22,0.0523%
0x6adb3754ab61585e5297ca0ce4560554287ffa5a,0.0525%
0xf9ebfe2b0c205c437214a714a28903859349cede,0.0750%
0x96e1991ebd4b08975cbdca89d09fe7b677af407b,0.0636%
0x130f5c51c9f2bcfec0c977cfcac890c82b357af6,0.0614%
0xc59a4c281ea20e55df7d7d340ebd1e92932f5856,0.0834%
0x1eb6cc125630d7ea4434d919162f404f36943c31,0.0670%
0x9b1032a0ce7265ff2b490348452beb53f3892674,0.0670%
0x5f730864a67f46af682956b8bb582fcff1d1f1fd,0.0446%
0x03ff0ca69f53dd4b5b54b58ae3d05cc821ad5933,0.0411%
0xeb8d09b66b20e07027d5786a0b014a304120b99e,0.0581%
0x138fd85530f45287b36f9ac51e784a65440fd888,0.0240%
0x98af15949120b09b7419c3097402423ea373f604,0.0525%
0x0fcbdaff6fdcfe83e4cd6ef43a3c04e3fea0508b,0.0613%
0x70dd79666de688bd90097d281912aa72cffe506a,0.0613%
0x52b6814db4a403bf56d2dae4861303fb5d44ad1b,0.0500%
0xc7e27af1139bbc9c690ba83d90912048ea065a36,0.1203%
0x8bed476468be8f421c39a6fd21fca94187bfd670,0.1480%
0xa059f2c66e7a4464ffdb8906d0db5a30c6dca03e,0.0387%
0xd955b35d28303a948c231e2805b6aeadbb423fdf,0.0327%
0x1351e3538b6ad33aeec78e7b3715ea87f26b59d2,0.0327%
0xac3a22c6e0a0883e0dfc2b2f16b52c61ec0173d0,0.0443%
0x20e5daf4f2be5ce1319e4e1e29ac8f4cc7b4d35c,0.0218%
0xe3c862213b5a46dd3e6b74725780258a6845ad60,0.0636%
0xbd4d9e279eabe2d5635058c9ccf1a8ceb5b002d2,0.1031%
0xfc5fc50fb7abf6c54dbcc127f5f08f34b340dc7e,0.0556%
0x00bd42f0ce1f2b9be6f6a40a569710c209077a4a,0.0973%
0xaaefa1f5a034f0dcddaa265a115f96f62f81bedc,0.1655%
0x9b55205b45344a270137047befeadde6167aae91,0.0499%
0xd40bfcce7b53bcf4fa91c03b7b1add7f1984ccf7,0.0495%
0x30a9e2d874283b9f370747dd1128dc9a549e90ea,0.0519%
0xe03a08802b7f9f508458564c136285cc5372c317,0.0633%
0x2c2ea7651fd8060122517ccff19905c27ecb3865,0.0690%
0x42ef3aaa63b47e406a26a0351c933b6025d7f6de,0.1626%
0x8870cafacd718ea20d53deb9fec8694f38185cdc,0.0326%
0x9637a9f084547892fa198703db7ce8f67680c651,0.0748%
0x225a0779f0eb7d91b9dcb3b3bfe6432289274160,0.1553%
0xf47cd6af843fd5ac0b342fc296c26a00dc173470,0.1483%
0x114592b499967d7e1f0b7b8150b2927fa7e3024d,0.0746%
0xfbada7b9f5470994e8975cd9cfef4ea3809f13ed,0.1083%
0xbae4f1709df901c8f44055169fa216a10abfde67,0.0637%
