address,allocation
0x2b1c729e79e76476970f0aff8bc9b4258a513f72,0.0915%
0x0df506a50efd7880aaa69238af93195c4835105d,0.1369%
0x040bf6779c6ce79f74c564e74397e0be247afa8c,0.0691%
0x15614e650c84fc43c41cf144fefe927e2c587070,0.0268%
0x985382084419d84a0324f5825c64d919fed1ccd8,0.0750%
0x0c8c1fa0ccaa418955c3a98de004d6d9a88e8983,0.0690%
0x0b95f218d9032ebcb9ea928c7621e2ec7d19e390,0.0690%
0xf4f952f68e8791e04f3824f13c90faddf7db538a,0.1199%
0xc3be31e84744173efce31e29074a93dbee8dad62,0.0635%
0x80303279091a0ccccfba5250cc5d6331ea5baf3e,0.0268%
0x1f0695a484d2431d9b87147cd23610efa3eff6eb,0.0293%
0x1207ade26594790d3cceca16725ffa7eaa34c703,0.0268%
0x689355079f5ef281d7b421d094c40ab244d987c8,0.0970%
0xe6348e38c83aa95e3a0ce8dc3738d8a62c778dac,0.0663%
0xa362dc8afae81cd018f17c762ef0f7663fb55033,0.0466%
0xbe9db46779ae169a87bd2de8776ef17b030f7209,0.0466%
0xea23e7547a96a199e56b46b2a74166ecc5584a71,0.0663%
0xe0da7ecea985e0ae5766e0db9a48df6467249ee1,0.0663%
0x0d634d06585e17e8bbf9457584997a218ead3d8f,0.0663%
0x9bb6b9a5137a9ffce513e4264594f32a2669ad63,0.0663%
0x0c8a03f1446e4f998532c4f8b6cb817b85ceae0e,0.0663%
0x21bdc2aaa5274631fe6d23a9b9c179a4bf3d202c,0.0158%
0x9fc7d5c94109692d7f994afcf5419b6b9a301e2e,0.0522%
0x8c0e5691d9c64ed5afa16a522938a4ce21a5b8cf,0.0663%
0xe78108ce082b5d41d5da477e05401d26f2d721c5,0.0663%
0x2debd022d1911dfef572eb92b45057c39b118b0a,0.0663%
0xaf5de4777c33ae69505fd190d6eb26f78b5d51b7,0.1286%
0x5354f4cb79e63068df70d011e4b3f49fa1a29d85,0.0552%
0x42346678db8af1aea362a80ce1e26ba6ea1b51bc,0.0861%
0x8d3dc6db095d30bc35faaf11199ba64799059b40,0.0665%
0x563aa626ab1caf0db76e998aa720591839e46705,0.0777%
0xb617a17c4b3bcac1a4475a5fb7c84ac09c1c9213,0.0519%
0x2de3a37291557ff6494fbe8a83854139344efe91,0.0212%
0xf546a04c3727afbf949b8d4c063face2baf80f3f,0.0692%
0xde23051d8b2a1f451082620add810177fb2e01a9,0.0351%
0x69c7fcba9447cb70268143d3a6b17fc8c604dffc,0.1141%
0x7735fc46f1ba8b552183f3116d29fa406af3b639,0.0520%
0xdfa4c00a4d91335c920428027704bdc2362a2679,0.0213%
0x1ed7731c9e34e50a553362d34367e8a7cacc0279,0.0213%
0xac85d29e78be4fa614f50b67cde33b221ff916b2,0.0968%
0x1f3464c3a89bc0ec828302b38e982bc566972d8d,0.0578%
0x8096de9d6d200ae83828f7fb402bc9bd8f6ce1ff,0.1142%
0x9c6ba8f196c5b009f724e660aa4a5e4d0ffcd9fd,0.0382%
0x5906b3af789664fb199a08b16b413f2adc215846,0.0465%
0x90376fa3db2a7a0aea8a23d1131f722364e97aa6,0.0382%
0x4997837b90e0080a274ed2fb66810b2f9b556f09,0.0689%
0xb038995fef0fe81621ea9c146702a7dc339b2389,0.0382%
0xe9123477ac0605c927f5a0265a53ad3c13789546,0.0382%
0x214ced452c74e509c8a84401f6aeb540b2659964,0.0382%
0xede2a821dc49a123e1da26f99b0d48f496041f2e,0.0382%
0x1c90d4ec03668cedfdf8c789b2f06ae85b3d3697,0.0382%
0x506e2fdce0f16905908982cda526ea5e6384d05e,0.0969%
0x819e38815a2f8c2edd09ba57b69ebd08d2387570,0.0968%
0x6c3c002d8d56a886995d0817c582db34c43b6838,0.0575%
0x87d057b8f06c25a36723a6b80d625da9824a002c,0.0241%
0xe5d97b9c046e87e62f9a3654a57ae82167a5ff3a,0.1521%
0x94055addbaf2158211d365179b197e242c5fe2cb,0.1576%
0x435962305d3d17705fe00a8b498af2061abf50cc,0.0784%
0x236176b4f9d3e3013e6959c58f7fe3de534e1772,0.0968%
0xdbbef48deb4aa44405e53fed3e8c9ca0aded7b7a,0.0519%
0x5044643517a721fe44271bac6439b1f0cc3b1646,0.0519%
0xabe8e1cd972d1b594bc4ae5cd189c5c5d1de5c6a,0.0519%
0xfe2edfcca48d9be548e7145af3cf161312ddc7b5,0.0519%
0x328a6b16bb7fba09aa2c2d60eac427d237e4fefa,0.0519%
0x97031b38cb8867aaba63bfa0da739b8b57eb9ed4,0.0460%
0x508ca69dfce5d736edd7fc7e750b41ef8642f46a,0.0606%
0xa4b455224a6e5baa09d4f7c26b755afd49f5fa17,0.0606%
0xba669d7bcfd625d8105731f212b3f33df54423f4,0.0324%
0xdcba789d4ec575b4e66e37f6f1c1e9f05eebe8e9,0.0838%
0x64650190b0695799bd3c102945ccd9a429296b5f,0.0069%
0xbb6b98abcb46f4f5b0850c8055966a0d2af75dc7,0.0968%
0x5941ce7584df7d49da733d852079f9925ac4257c,0.0606%
0x0ae484418ef5dbc16b0e78985a6ebcc8cc883820,0.0324%
0x00919d3923726a5075348d862f93348348cd283f,0.0324%
0xd3961f3c0eb0c47972d9be24ac5cd7fff81d4f76,0.0324%
0x52131a487858efdca3bc916ff4dae5793fcb1290,0.0606%
0x816ce145220fdbb38f2d474cb2c05b90232692da,0.0324%
0x1bfc7e4268a446d9e4ccc5a4313d31e3521c028d,0.0324%
0xf3a304b4205e1b8f1565544accb18ceda9d6eb51,0.0324%
0x3e3a9bef7e4e5b3d15b306f48d5a64242fcf1dfd,0.0324%
0x2897dca2d2c4c168a1666306c9660db5bc8e0079,0.1196%
0xabe8a878ac7af91ca47cb6b575e8e38d9d2556ff,0.0575%
0x1efd96d1dcb1ceb20f0404741a4fdb231dde6809,0.0914%
0x8963a6183456b8042762a02fccffe8033ce71356,0.0606%
0x774805df85be028f7e59fb6f453cfdaceb6a7e78,0.0610%
0xa1ac38e1f78e783827657c93be033c244ecfda7d,0.0606%
0x3a80b9e8b747c6e332e10184241470dc63c24cd6,0.0436%
0x77242fcd23214aa72ce28307fe5ebcb14f1a44dc,0.0718%
0x4c92aaca353fa7f93c7d7bcda0e684bf5fd3a17d,0.0293%
0x9fe942416d0f1fb0d53d9451d6f51c750949b516,0.0462%
0xb83cade1dc7092d9c0dac98ab5a83f635ad2e730,0.0380%
0x4dd6e84e6707baaa3744037648d76a9be537459e,0.1531%
0xb55fce53a08e587f323ba1b2431aeabeb63f841d,0.0605%
0xb480c5b259126553c915714474c377c8e52afd70,0.0519%
0xcab1ee41b663b712fd58fbaae2a1f04591107faa,0.1494%
0xb2531eccf7dfd65e064600b8e52d05348720254d,0.1196%
0x2eb8aa11450e331ed1603097c1bee5c97dbed92f,0.0686%
0xca3f95ae40abd59326618c76004dccd75e5edf7e,0.0574%
0x6d43545c5b0fe5b0afcf4a01a16948038b0ce228,0.0548%
0xd4430dafc22de29f7c8c39b3be537547714b9101,0.0572%
0x8f81ac84f240b215e2e9a67b6d520612c282b844,0.0685%
0x90a6ac439c433d457383c52e597cfba1b519dc65,0.0460%
0x0ba2284aafaed001a416b1d8955dddddc9ff25d8,0.0641%
0x669b4955eb9cd92896e0b1d8e640d6cfe7fd2eea,0.0518%
0x5f4e5794124b73d219c9de988086c6d354f8c98d,0.0180%
0x9d67e2817e5b2432b45a69137f0d14e27dfd5646,0.0642%
0xa42f4753324675f50a0dc743ee12fe2042a718da,0.0378%
0xb11d48fdcc8d0e54871d77dbe0499adb50914484,0.0517%
0x121da8e691a2b36659143988ea20089dc99841e5,0.0741%
0x62b11c9b710d4e8c5f97435870aaac8c7c650fb0,0.0913%
0xe327ad1aa718ae837be5b9bddebdcb321c7609fd,0.1199%
0xba81d47a3b88cee6be62f9c8bf2b5efa0b0ac0e2,0.0683%
0x5b55b145e2f3834a92efed554b3bb771a72783af,0.0490%
0xea142e8e85f8b94d219fa2ce8c2f2659c8a02ce8,0.0685%
0x3ee69036f4d39ff9bf4448cb832016062cc0cf94,0.0291%
0x87b828013fbdab5b77a40297fb0dc78db420925f,0.0913%
0xb4aaccef9af8cc1f3a120bc74548d93a7373c163,0.0872%
0x7656e4f77e71ff142d61b3165ea18402b135a928,0.0827%
0x614b7817fafbf6bd4d46f7f07fa46a137c1c564b,0.1192%
0x4cd887d08a62a2e8156589014b147840fe8be757,0.0064%
0x997d8ed223d8dc9cb7f6210a205210c63dd0c86b,0.1028%
0xea9bde7a71c015ec8ebb604c66f3f2d8e626348f,0.1198%
0xd3e8e26b1b2a520eba7c9f3db9410a20443e8dc7,0.1196%
0xfdf7696867f01a911f5c03edf4734c0a864f5806,0.0966%
0x6f1c986875c31ecec90cee9fe90f816cc515941a,0.0827%
0x1731b4241fe8cdc4d877b2b54455bff49431d110,0.0516%
0xda4a23e0367c19564e09ea70dd3689bb7d5f6782,0.0688%
0xf3384c1960871b7451ccf59b5fa654a137a79e34,0.0348%
0x0e120a7dcf90acf7ea0a9ea6b0f2d7346887bdf6,0.0683%
0x42318fa84f6432297d8848f422e527e70b687f34,0.0151%
0x1f396cccd019dc8ac17bad63c845cabe7406e925,0.0490%
0xbd0eb89503101326ce14717c3ce07d8412105b9a,0.1196%
0x83d820d2a7c35092b9518ace0b8310ebbff7a384,0.0684%
0x931b3042336b1156a087cdafabb6ca9c8b783d20,0.0546%
0xe03a72079a76192b0a98673957d7f4e68110a610,0.0546%
0x290edb5053f9067302bbe9395204b18e8a9cfe25,0.0853%
0x029df4209e87663493725c70bdbd03e97d5b7c4b,0.1195%
0xba1d5417568e1babeb9956b8ddb43931374049de,0.0348%
0x41421d1fc7d0db7040a8c8d864fc2f0913ab936b,0.0602%
0xd10a26f7e8c915cfb83397127051bdc52d0b30a2,0.0629%
0x465250ed797060539a070f541f5c1dc5bf901043,0.0629%
0x25499543f0d495b4a1dc2bc82ec5acccc39d31d4,0.0629%
0xfff8f90437712e35868e3be89a8b26916c242006,0.0659%
0xaede886cfd46258262aa2debb52f2f47be43da78,0.0628%
0xd50c51168db5ddb44e857d2d6eb3c58417e81d1a,0.0628%
0x5be9cbe491362463491e85b5eac3c53dd3b65c18,0.0297%
0x47dd1c1822aa3121f2f3d222a5978c3d47d87f74,0.0458%
0x7102846d54c2b6bd3eed4eb8e88d53bc26da0cf3,0.0628%
0x399bba1f409c33291233fa9593bfef53006834e7,0.0628%
0xa85747981bd6e40708ef270ba3007a6f3714de57,0.0682%
0x8394975d256c7f58709858994847c3b1bfa15aaf,0.0827%
0xb1f736f2b15597e9b8c70ee919266871e85c78bb,0.0628%
0x411e1a568f91f046ceb381f55878c41c32d54d38,0.0461%
0x5a9156bf3e8d3b95602923a73aed80010d0c4155,0.0628%
0x9e40286256dae32c20b2f6520d7cadb4d8bf9595,0.0628%
0xb598c6a7eb97f25891b1ec6cd0b91ee887369dd1,0.0489%
0xd2b94396d530f13151c964b251e38a055c0ddd0f,0.1193%
0xbcdf5e65167d084453d618d62d4a4c1e5ecea9d4,0.0683%
0x3288ad9b8e7d32f698ac35de51ccc18373e33a85,0.0745%
0x6f0d7d31f8124621a91c7d27803f60dbf54e42bc,0.0576%
0x1b089148110bdcd4b17ab70f3b5a3742a3461282,0.0319%
0x6de1618d73702cd26ee2e399b50e95e5e7431d9d,0.0545%
0xe8e83ddfc373bbbd22edf5a80a30ec7ded8f2b47,0.1530%
0x54eaf04ceb923811ac2656b3d2cc42fd472f8a30,0.1136%
0xe591eec6c07ef55bb060983efe772ce62a1d5af4,0.1420%
0xb96cdfb0486bf4c6ef558558dc351883bec7d263,0.1475%
0x1829650006bba0e774c4604b3f2f1265c17013e3,0.0544%
0xbe6bf2b4ff86ca98647db1f70313b5c9a1e9c6f1,0.0544%
0x944c57e353c601ee61066d3d1a7fa86aa4896640,0.1476%
0x9c43258a7df43255db871b6237fe6f03318d4770,0.1222%
0x6acb72f5bbb4ecb4bd171c660dfe3cd19d89c95a,0.0630%
0x4fb0ab6b4f83f6924e3c7f5dadc6690eddeb4ae5,0.0795%
0x5083c5e176ebc4c41e7d495212a56c5d726082d1,0.0234%
0x5b6ddeec7210fd8e377d120aa8893646f20bbfc8,0.0797%
0xeacfa4278397b2a57e8a098cc86909b49335cb1b,0.0457%
0x4b0f6a90661c2cb463482efdec396132388cca7b,0.1195%
0x45587714b843d2be70ba0e8f1615c56920bf77c1,0.0965%
0x44e8f6a55201d71539734c93976110bd0f7107c0,0.0687%
0x0986d8087410f07b919f36c9c2322be7f0be2573,0.0800%
0xd5ad558b09ebfe1b7f037db7398c456a0ba56409,0.0684%
0x3fc65b4e0a05004186b7a01f9e11e4d7449264e0,0.0233%
0x5670017c91b289190ca2c24fd060ebd709707386,0.0682%
0xbb56e2a58d2c43192407a4388b507e23a28025fc,0.1361%
0xaee614679ad6a2d5744855149b657e960cf7fd66,0.1087%
0xa716d3723c70a0668ae5f845d2a7aca965a7abed,0.0346%
0xcb45cfd138e31601601f3d5b2c0e44b340dd6864,0.1484%
0x3deb7d420e7e5f29723c47f0e7a1fa86739436ce,0.0572%
0x42c6ae4b91e5c047c226dd5d22fd67fca4cb245f,0.1481%
0xea6644090da5229e8dcf118ba989657b9fd73446,0.0518%
0xd1bac4ce73e37dbe75f7f2c5ef966795172590ca,0.0688%
0xdcca5543fd5f9963a8b0b8f51f6bef4adebb52cb,0.0404%
0x3ff5fdf5fe356074d6db6c92efb65734a7a3b630,0.0571%
0x4b85caaef196c9a6b773e7b1a517c573c82480ee,0.0881%
0xe4a785e3e214e9ff2a5b5d0a173c61fa8bf43ee2,0.0570%
0xda257169e178f837b1ddc0dc3640b4b13be1f690,0.0458%
0xacb0a36a79600adc9365ed8c08269d33e077635a,0.0458%
0x690227580205e7f63e09432761782cc6380cc28f,0.0458%
0x497d4fe59bebc55c2cc84da747c9eb6bf0004191,0.0458%
0xa0784bf3c6b601b097f0461ffc1cf66adeed8fee,0.0403%
0x8d44f97ce47177cb763a1057958f442702254ff5,0.0513%
0xf384af4f5a0b5e1d7978c4a9af12c95588c44c7e,0.0514%
0x80a707c63d6aeb511f88e33d2741a34c63bc7541,0.0514%
0x6ead65f79ae9715f62e3ae15b662ae3da0629bc5,0.0514%
0x5381a2e984e1f47529ef67546247bdd302a3332d,0.0514%
0x2f7bc0260eb1a438b7b8786fc2cfdb9c98ebff77,0.0514%
0xed1f0b1271688f158abc4e21884f1ca49495cee0,0.0515%
0xb61687eca22c3aa7681ab44fec926f9ca8368423,0.0512%
0xf56fcef0c672b03009d9b1f7a0a0b5a01729cf92,0.0458%
0x09bd66b85953c849cffec48836a779a69b69d57e,0.0289%
0xb1c4c135361dd3af7bdb5f482a9de11aaa13c221,0.0514%
0xaeb74b6fa2f5e5f9f695df49cee329f4b884294d,0.0625%
0xb016f2bdb728e25a210c6948a9e1a4e586ceaf5b,0.1194%
0xebe70aafdee601f6b038c84f77386f31797e767a,0.0514%
0x33df8400b73136c3ed3d658a4384353f5d903eab,0.0687%
0x78165d36c35ae3b2ab769ad08443daf94cdc2644,0.0743%
0x0b2376ab4b2442818995262fb355b6aecc6512ac,0.0457%
0x490882d74dbb719faeb5966422634443c4ef74ef,0.0514%
0x6936cc35b1d39cb4e41afb9284b8502e68b25942,0.0458%
0x1298926ad63fd1a5329fbd75b45cb48f4e8b6d86,0.0681%
0xaf7c28579933bee568b56a5dfbd09c9ae2858d08,0.0514%
0x7314a02781bad67a6fea9fa6ef6ed485bd7400d7,0.0519%
0xa4220d7800b716a9fedd6538dcab5c6cb567d6c7,0.0933%
0xf67ed89b0b2c02e441b1bb9d51732841accd370b,0.0345%
0x67b15fcb3548f48326a8336d90b9808850aed4df,0.0880%
0xaf7df2fba9d63d498424ea5505595c68014da619,0.0681%
0x1017378c6241e8d83bd9be29644f7085b69dd0f3,0.0682%
0x42db18d76f0cde2a2c6115017f177fffae4d5409,0.1331%
0xa6325ed7689788d239e5a0e17d4d93c82a836042,0.0570%
0xade67e5b8ddba109c3358a922425df9321266b0a,0.1361%
0x2c6b669879a420322b2936970bc9ab54b01639c2,0.0119%
0xda2a50f86ca999349c0141ec7a2fceffa9e5bc0b,0.0344%
0x722d5d696e56b8b8bd0609021c51026ae780c956,0.0344%
0xd8500631e7abca83716725aa57027902a4394ef7,0.1136%
0x152f7d2c3d8ef553bb25bdbd5e64839f37e9d37c,0.0401%
0xd9012a2153f08c0a97bc4916782bfdf174bb9e9d,0.1025%
0x81136fb08642597a64e8d022d7266fedcccbd786,0.0570%
0x5a61bc171ceaa39cb84d00bee28a5806d0165ec2,0.1484%
0xc469b48b1555f34426ea980d6cee472c4121961c,0.1362%
0x7aecb8b728933ab38d1bf7ca7621b2b192b093fc,0.0514%
0x7ffd72a0124a279bc021af410cb337f14fd0dbad,0.0572%
0xb09c5ba11fd61e73cb48d5379b7d82adc32e0199,0.0740%
0xbe1b35bdd52d13eb79e7c470742d4cd4d90b476c,0.0625%
0x638b3c2d69f5c98b745388ae23fec34425362cb8,0.0823%
0xc1806f9377c4bf2d062219bce4e93914d82b1898,0.0344%
0x3ffead915f6a22fb0d3809c49d3d88c9065cfbcf,0.0344%
0x3dc4a60bed3e6db543b370bb4d686007e08c5d55,0.0344%
0x3718a93061683f139083c1cfd3902f16307652ba,0.0344%
0x9e4c537e9bac8799e5dc2355219f21338f4801ea,0.0288%
0x6f39438e205ad0f6b72396ee0ed88ebe429b0e82,0.0570%
0x824a6d76f06a8e845b7f9bb1d5f269202e4d59f0,0.0626%
0x7c193a028c94dab8e37f80693e692c971c7e7da6,0.0626%
0x92f893d7754423acba45f71374e1d1fbca363c0a,0.0625%
0xa39386395d449c66e6e7f74b7c03041463b9d52c,0.0579%
0x7c3bde1db3ddcbe3b19cc21cc21d5535335b8056,0.1196%
0x893849df840158eb6d1ee373963b03ddb928f94d,0.0850%
0x06044d9834cd64b4d79d1f5be344435141c33072,0.0513%
0x6c23cf61fe64c90577dcbfcc7467df3df19138a3,0.0343%
0x4b30175e086c76d86f6777c561e106fc3c0d83c9,0.0343%
0x42dc0544d77c1ee1490ad331f5a31d94fbd1abfe,0.0343%
0x42a00e429e544b500499523dc84a8df7a0564f15,0.0343%
0x2125e7cf2dc1af6c6917fb185074e11f45c6e555,0.0343%
0x1c89e3e47f91feb1ab25461c57f5e49158452601,0.0343%
0xcb22a9f3acade585082f84ada2df417d110588f9,0.0287%
0x976674f67e167356ceb5cf4f68aa61c7766933b9,0.0823%
0x0fcf9f7e1974acb95386a5ca9f1594908b449264,0.0627%
0x65054db37c2f91d1dece0383a8774ffd7ca50684,0.0625%
0xed9f607b97fb4014016bcb83be60d19b66262456,0.0879%
0x327f36e2cb89237306fbe826fc773eecc17a12ba,0.0739%
0xf70b308ef91c9e213097843ebbd3617ce9a2b144,0.0626%
0xdf360cfcc0a4e94f0c8889ede7896736b0e25ed4,0.0879%
0x3817a22f633c38e92d2a190134602c1fbcd2dcec,0.0879%
0xe4f5e10ef22ffe74574246d74c520794b09acb64,0.0879%
0xcc3006c8781bbeba30d83f21a108b6d1ef3fe1ec,0.0879%
0x5db67120fb46227018ddf861e7ca5a1d3427e728,0.0794%
0x98f7bccebc077c01f9604ca3f4344d201825eb44,0.0454%
0xd3fba973aecb259b917395d9e9a17d3406527a37,0.0230%
0x850323397544f6e40ecc4c7ca65f0ad5b6945d94,0.0682%
0xf1579fd5bb13d32b95d0aa03d59cf23a30c1d151,0.0851%
0x724d8b9f9122c8c143a403197bca4ed5278ab98e,0.0822%
0x08db316072eb87175df7a4bfb760372e92dac1d6,0.0879%
0xaefa0f6cd031f4e5a3e88c61602d7af1b9e0919d,0.1248%
0xe659dc504f6ed6c5c1781795eb82a81a4ff388b7,0.0624%
0x41d57ab9b5bd04e033424055ef1c383236fbf914,0.0850%
0x51ba9da362a26d28e65f874dd2c60fd650e3fb1c,0.0456%
0xfce29c4fdfb76ae6211e8a8ff8a352eebfd4f3ef,0.1531%
0xe1e914e70d97cf15a59993833642bdb7e7cc9237,0.0738%
0xeead1d9ce8fab74f027687347988a7d08a03d3d3,0.1210%
0xf1acd6b65a9924771fdcb9168fb38c9fb5a9d376,0.0512%
0x90d339bf4610c995a3db2eedae9decd52d59b678,0.0686%
0xf3374429886ea5af64c62939ae6adda4209dd2e0,0.0682%
0xe7294495206c1f5223d7f0c59b004ce971760541,0.0742%
0xf8a666bd89a3379f11e02c323aeafb96f78a3ed6,0.0681%
0xc32021a1d2f1579eaee9981f293f4c8a27830c7c,0.0117%
0xccec85e7968c25697c18205ee83bea38f1b8982a,0.0626%
0x728578b0d3fbcb6bc76649642e4d0629ad21cd14,0.0795%
0x2fabcd57ffc29648a1a2b36bf373220826f27ef3,0.0684%
0x40abc300d51d4305781cb864b3f960e428b6b49d,0.0853%
0x30dc326c44a2e64fbe5a86fbc756d3f51a79f43c,0.1190%
0x65ace8e1dd2046f5e74808630e4a0cb1075b7f50,0.0568%
0x4ef4de41aeca23739d40b4d8b470ebb50912a441,0.0568%
0xa2c1e971d8d43b1aee8b23c1449998b3d5a81875,0.0568%
0x31afd2df9c514da21d8ab2d7322a17b20f10ea03,0.0286%
0x9fdc4c084c0a77774c6eb66cb080bb49286210b8,0.0737%
0x27da984fcd8bdd8249d5669bf223d57fb3678832,0.1362%
0x6ec94f16b0fb625c0256ff1f34127280ee01cbad,0.0794%
0xb24db2f78f936c82a3ea323d153fa68d0035c94f,0.0794%
0x7f5466aee66452d756e0452e9984898a7cc501b9,0.0794%
0x7f5c1d7b804a1ea58d274e95e03abe788dcaa926,0.0794%
0xc36f2fe0f39a46a45c89bbf92d2531f7d1389062,0.1302%
0x09b705bdd706494047597910505f7615796f11ea,0.0568%
0x0abb4612834aab6c20fbf6b5e3e8ce03ecd4e4e3,0.0736%
0x05750a92258f3f8da386397db788c59bec795fbe,0.0231%
0x8556df7826f451e5777e94ae9e61d0e557d0808f,0.0511%
0x10c6581ec5af802b630293c99a14280473271b66,0.0511%
0xdf08e11b73f92deb482308559de0d9ca3dbb83e2,0.0004%
0xc82ab7eb91b17a1bf1d411f720895bc3485a28e3,0.0793%
0x61ee542262a3d0dfc5439ec2e286999368e50302,0.0456%
0x28badd4c4603d3ffda223fff00cdf695402ee4de,0.1420%
0x2058929a04840eb1a1ed5367b7027f0dc9379920,0.1539%
0x01f5a6f291a2d4f960ca79bf1902f066445e0e23,0.0793%
0xe8f79bd9d49347712c436d341974aa92614e5105,0.0737%
0x509018a16a28b04cce36e869842f8f4efda9e78a,0.0793%
0x518b5918a16c5d9387b2261351cd2356d0c7f1ab,0.0793%
0x88a738eff8a078fc6bd711aafe5dfe12a25a0dfb,0.0793%
0xd7473d181d4a6648b1ccd50626a0f4f3263981ad,0.0793%
0x64bb317c965ad23de652b493e70873a2c166e2ed,0.0793%
0x124ba242c5f3c11ea27a312ec46e17c4a03a1842,0.0793%
0xc955a5fbdbdde6d27b4de803f00f54e8f99185ca,0.0793%
0x86899a5372ccd5f821f9b04cce5fcb7837cbc84b,0.0568%
0x3073e662345d9a01540b21f079e73b1498452fe0,0.0793%
0x69f209307bd9784b75e712c1db98dc8a4df68eb3,0.0793%
0xbc57bfbe44270f7e4933f8f2cee40eef55fd5a25,0.0850%
0x4313ed34aecd7e8e745c07333584e9fb1bfd0a40,0.0793%
0x88a34f26e5cacb6342e722fb6770b18816ebedf6,0.0511%
0x19002462b437d15fabafff2b20be7e07fa4cfb1c,0.0116%
0xbfc6d49e7bee26e06c8f5c1886fd4c99554c93e9,0.0738%
0xc35facf03523e07a0f6a0b1db124956bd4c47c71,0.0398%
0x3ae28806db12a927f122e8db41663f1678374d94,0.0455%
0x5300fdd618deceedbeb379087999e042bf0763ce,0.0568%
0x2260582938f9b42bb862f001bcf1bd837d15c7da,0.0793%
0x712e599c1dd390ff4791820c6bb2244a62c0776c,0.0511%
0xbd2cf338cb2959f573364ada10c79bae262fe75f,0.0737%
0xb8413daa05a5e2414f158688169d327220737b0c,0.0514%
0xaeaeaef539df5527ff0bc0e88a39f0c0d00446e8,0.0625%
0x97b3ba3ed727082aeefc30f46f7d648938a06d39,0.1471%
0xea2f996affa4f941f92fc7bfbf9973fea252f0e2,0.0906%
0xc8f20b76e532a534d4849bdb8a27b96d7ada41ce,0.0459%
0x2807c205bedc4361d913eabd02d30f4a0d64e559,0.0680%
0x98f83281aa0759c0b5446dacd86f2d25a4323dd5,0.0623%
0x44b9e78833ddb7e22bfd28e1e3648b8cccddab20,0.1558%
0x8ee8428c260963ff1ab9305ea59bf42bc855a71a,0.0510%
0x3261cdec0bf64ed58e3966dce121e4cba6575d5a,0.0849%
0x98c9ae56ffbaa0090c6f5112ee4316523a1f45ec,0.1244%
0x37f981640dbe726e4d846c0314be8ddf8500ce11,0.0738%
0x2720eeab20f28cdbb24ca982efba0d32ddd0eff3,0.0454%
0x955bc07c7b45633841228bb60621f1c98bc17e7c,0.0454%
0xf1ab4e3455a1da2dbf16260bc7ec37efda240eb5,0.0792%
0xb4cf8d1bca68008645c6d4ab3a2e63f29349e483,0.1469%
0xa83360de829b817d75db35308849bc919117d3e5,0.0682%
0xf780c3f428d282ebfecfed090ad731911cfe01cc,0.1484%
0x67c93e334a7920d24176273d7c8dc616bc862aac,0.0510%
0x4ff49d73ac5624c91cba06189595275dedb0413e,0.0118%
0x642d6b761d5143207515fbb5a9f3c0365eabd09c,0.0453%
0xe49d0d8cf01ea366d804cc84738a768f0b8b175e,0.0453%
0xe3a8f1fe0de367087082fdaedfbcd65c9df6e309,0.0905%
0xa2b2f10a3c542fed3a53654cca97d34f628f55e3,0.1132%
0xefa1c087490536d2ea647819bc8450102d864e34,0.0737%
0xc49848dead322d702b71ad7631a9183117a95282,0.0741%
0x4827d91cc0ee0eb3747f8cf3642cdd6b11668dc3,0.0738%
0x750e3c4a80ecd6bdc47a902c601cb47b6c50a6f4,0.0623%
0x34ba1b10e53866b46319d6451035380e5cda4553,0.0848%
0x56833c6a0ba7aa5ee749a2c3dea3039f5383cef8,0.0116%
0xf62a7a909a8ac858a941c211b7f974f439071b74,0.1469%
0xf3e36e557a325af44acc5834759055819e22aece,0.1527%
0xed813f0b9749d998322251c0cedbb31ee51f3b76,0.0679%
0x438cc0f5980e6243436974dbea0aa329356d4091,0.0512%
0x978dbac9fe87796ec1a6fc904dc9b878452527a4,0.0230%
0xb2d26066c4a141784ef08d063d09f5b25546d8d3,0.0682%
0x7095464b90093fdf7c3ac4a4fc1f608a695b1d5c,0.0906%
0xe58e19764395cbfe01b612a2327087b77c873396,0.0916%
0xca9c7a9c5b0fa07ebfe2bcfc5bb8f68b049c638e,0.0058%
0x9a088b4f46598059f3462c6b5b0527dcd770aa13,0.0738%
0xebf367eda8fef77507c4b278cf822e50397d6fed,0.0854%
0x305d278091ad0a4e4f633809e21c7f99ef8c43df,0.0058%
0x0002cccecb70fb936d6413ded3d628b13c5d314f,0.0509%
0x097ba4a0dd30c3ad9fa01d3cafa17503ffa7aa57,0.1304%
0x9fcbd533ecb6f7c9d49b13b63fc70c82a99ef900,0.0849%
0xeb6e5a6945a82439043a7d462f778a37e5940834,0.0509%
0x94aeb055df6686ab0e895eefd6011d00758608b7,0.0509%
0xa669a107ce241629dfe07dc285c9807b6cc59ba1,0.1413%
0xf519363b26ab80f22c953e27db1e1b9e053d1a34,0.1355%
0x73b299e12c8adb094bfd8799c912adddb6f8d1fd,0.0791%
0xd9b92d1d8fa673dc0bc66bafcffd4a59d7344937,0.0509%
0x419a2b160c0db5da0011d8aa96f86d7a6fdd25a5,0.0680%
0xbb6981a8e75ce0bd4ab18b38438f911bc59ee081,0.0622%
0x4691f46458e2fde1cbae4554b3ce7123d896a370,0.0510%
0x785b9d476eafb1e81f83dc539ea95c15e7bdc3e9,0.1471%
0x972ee289634bb223bee4ed48972716b89b59c4d7,0.0058%
